"NAME","key","value"
"MANN","PCTWHITE",80.39
"MANNING","PCTWHITE",73.9
"MANNING","PCTBLACK",20.34
"MARIN","PCTHISPANIC",86.58
"MARKS","PCTWHITE",79.93
"MARQUEZ","PCTHISPANIC",90.7
"MARSH","PCTWHITE",82.74
"MARSHALL","PCTWHITE",66.03
"MARSHALL","PCTBLACK",27.51
"MARTIN","PCTWHITE",74.8
"MARTINEZ","PCTHISPANIC",92.91
"MASON","PCTWHITE",68.82
"MASON","PCTBLACK",25.1
"MASSEY","PCTWHITE",73.18
"MASSEY","PCTBLACK",20.42
"MATA","PCTHISPANIC",90.39
"MATHEWS","PCTWHITE",74.63
"MATHIS","PCTWHITE",61.94
"MATHIS","PCTBLACK",32.65
"MATTHEWS","PCTWHITE",63.37
"MATTHEWS","PCTBLACK",30.67
"MAXWELL","PCTWHITE",73.22
"MAXWELL","PCTBLACK",20.63
"MAY","PCTWHITE",83.55
"MAYER","PCTWHITE",93.11
"MAYNARD","PCTWHITE",87.48
"MAYO","PCTWHITE",63.25
"MAYO","PCTBLACK",22.18
"MAYS","PCTWHITE",54.75
"MAYS","PCTBLACK",39.68
"MCBRIDE","PCTWHITE",74.28
"MCCALL","PCTWHITE",66.52
"MCCALL","PCTBLACK",28.22
"MCCANN","PCTWHITE",89.67
"MCCARTHY","PCTWHITE",92.29
"MCCARTY","PCTWHITE",88.11
"MCCLAIN","PCTWHITE",61.11
"MCCLAIN","PCTBLACK",33.1
"MCCLURE","PCTWHITE",84.62
"MCCONNELL","PCTWHITE",88.76
"MCCORMICK","PCTWHITE",87.33
"MCCOY","PCTWHITE",66.88
"MCCOY","PCTBLACK",26.71
"MCCULLOUGH","PCTWHITE",73.27
"MCCULLOUGH","PCTBLACK",21.17
"MCDANIEL","PCTWHITE",76.18
"MCDONALD","PCTWHITE",76.65
"MCDOWELL","PCTWHITE",69.7
"MCDOWELL","PCTBLACK",24.86
"MCFARLAND","PCTWHITE",78.85
"MCGEE","PCTWHITE",62.25
"MCGEE","PCTBLACK",31.53
"MCGUIRE","PCTWHITE",88
"MCINTOSH","PCTWHITE",69.76
"MCINTOSH","PCTBLACK",23.8
"MCINTYRE","PCTWHITE",78.51
"MCKAY","PCTWHITE",80.03
"MCKEE","PCTWHITE",87.42
"MCKENZIE","PCTWHITE",64.64
"MCKENZIE","PCTBLACK",28.63
"MCKINNEY","PCTWHITE",68.84
"MCKINNEY","PCTBLACK",25.18
"MCLAUGHLIN","PCTWHITE",87.99
"MCLEAN","PCTWHITE",66.95
"MCLEAN","PCTBLACK",26.91
"MCMAHON","PCTWHITE",93.22
"MCMILLAN","PCTWHITE",67.96
"MCMILLAN","PCTBLACK",25.64
"MCPHERSON","PCTWHITE",73.35
"MCPHERSON","PCTBLACK",20.66
"MEADOWS","PCTWHITE",81.24
"MEDINA","PCTHISPANIC",91.16
"MEDRANO","PCTHISPANIC",92.98
"MEJIA","PCTHISPANIC",94.51
"MELENDEZ","PCTHISPANIC",93.08
"MELTON","PCTWHITE",79.76
"MENDEZ","PCTHISPANIC",93.83
"MENDOZA","PCTHISPANIC",89.97
"MERCADO","PCTHISPANIC",86.55
"MERRITT","PCTWHITE",75.08
"MEYER","PCTWHITE",94.84
"MEYERS","PCTWHITE",89.78
"MEZA","PCTHISPANIC",95.53
"MICHAEL","PCTWHITE",83.59
"MIDDLETON","PCTWHITE",66.71
"MIDDLETON","PCTBLACK",28.16
"MILES","PCTWHITE",61.33
"MILES","PCTBLACK",32.35
"MILLER","PCTWHITE",84.11
"MILLS","PCTWHITE",77.5
"MIRANDA","PCTHISPANIC",80.97
"MITCHELL","PCTWHITE",61.02
"MITCHELL","PCTBLACK",32.5
"MOLINA","PCTHISPANIC",90.32
"MONROE","PCTWHITE",62.88
"MONROE","PCTBLACK",29.27
"MONTES","PCTHISPANIC",92.58
"MONTGOMERY","PCTWHITE",67.86
"MONTGOMERY","PCTBLACK",26.23
"MONTOYA","PCTHISPANIC",88.44
"MOODY","PCTWHITE",71.27
"MOODY","PCTBLACK",22.86
"MOON","PCTWHITE",65.69
"MOORE","PCTWHITE",66.41
"MOORE","PCTBLACK",27.74
"MORA","PCTHISPANIC",90.59
"MORALES","PCTHISPANIC",93.23
"MORAN","PCTWHITE",64.14
"MORAN","PCTHISPANIC",30.81
"MORENO","PCTHISPANIC",92.23
"MORGAN","PCTWHITE",76.07
"MORRIS","PCTWHITE",73.59
"MORRIS","PCTBLACK",20.08
"MORRISON","PCTWHITE",79.11
"MORROW","PCTWHITE",79.85
"MORSE","PCTWHITE",90.54
"MORTON","PCTWHITE",74
"MOSES","PCTWHITE",55.05
"MOSES","PCTBLACK",34.47
"MOSLEY","PCTBLACK",53.16
"MOSLEY","PCTWHITE",40.49
"MOSS","PCTWHITE",69.73
"MOSS","PCTBLACK",24.71
"MOYER","PCTWHITE",93.37
"MUELLER","PCTWHITE",95.66
"MULLEN","PCTWHITE",87.64
"MULLINS","PCTWHITE",88.75
"MUNOZ","PCTHISPANIC",93.48
"MURILLO","PCTHISPANIC",93.84
"MURPHY","PCTWHITE",83.11
"MURRAY","PCTWHITE",74.92
"MYERS","PCTWHITE",84.5
"NASH","PCTWHITE",69.34
"NASH","PCTBLACK",24.62
"NAVA","PCTHISPANIC",93.76
"NAVARRO","PCTHISPANIC",88.14
"NEAL","PCTWHITE",62.1
"NEAL","PCTBLACK",31.84
"NELSON","PCTWHITE",77.66
"NEWMAN","PCTWHITE",83.03
"NEWTON","PCTWHITE",75.66
"NGUYEN","PCTAPI",96.45
"NICHOLS","PCTWHITE",82.42
"NICHOLSON","PCTWHITE",74.25
"NIELSEN","PCTWHITE",94.15
"NIXON","PCTWHITE",62.04
"NIXON","PCTBLACK",31.59
"NOBLE","PCTWHITE",77.69
"NOLAN","PCTWHITE",86.85
"NORMAN","PCTWHITE",68.97
"NORMAN","PCTBLACK",25.07
"NORRIS","PCTWHITE",79.88
"NORTON","PCTWHITE",87.84
"NOVAK","PCTWHITE",95.47
"NUNEZ","PCTHISPANIC",92.72
"OBRIEN","PCTWHITE",93.85
"OCHOA","PCTHISPANIC",94.09
"OCONNELL","PCTWHITE",95.42
"OCONNOR","PCTWHITE",92.81
"ODOM","PCTWHITE",69.03
"ODOM","PCTBLACK",25.85
"ODONNELL","PCTWHITE",95.1
"OLIVER","PCTWHITE",64.19
"OLIVER","PCTBLACK",27.45
"OLSEN","PCTWHITE",93.69
"OLSON","PCTWHITE",94.76
"ONEAL","PCTWHITE",64.55
"ONEAL","PCTBLACK",29.17
"ONEILL","PCTWHITE",92.67
"OROZCO","PCTHISPANIC",95.76
"ORR","PCTWHITE",79.42
"ORTEGA","PCTHISPANIC",93.11
"ORTIZ","PCTHISPANIC",93.11
"OSBORNE","PCTWHITE",82.28
"OWEN","PCTWHITE",91.78
"OWENS","PCTWHITE",65.85
"OWENS","PCTBLACK",28.41
"PACE","PCTWHITE",78.26
"PACHECO","PCTHISPANIC",81.43
"PADILLA","PCTHISPANIC",90.16
"PAGE","PCTWHITE",75.12
"PALACIOS","PCTHISPANIC",94.05
"PALMER","PCTWHITE",75.08
"PARK","PCTAPI",72.98
"PARK","PCTWHITE",23.34
"PARKER","PCTWHITE",69.17
"PARKER","PCTBLACK",24.79
"PARKS","PCTWHITE",69.39
"PARKS","PCTBLACK",24.91
"PARRA","PCTHISPANIC",92.29
"PARRISH","PCTWHITE",80.21
"PARSONS","PCTWHITE",91.09
"PATEL","PCTAPI",94.78
"PATRICK","PCTWHITE",73.73
"PATRICK","PCTBLACK",20.35
"PATTERSON","PCTWHITE",67.27
"PATTERSON","PCTBLACK",26.8
"PATTON","PCTWHITE",73.05
"PATTON","PCTBLACK",20.9
"PAUL","PCTWHITE",66.99
"PAUL","PCTBLACK",20.13
"PAYNE","PCTWHITE",71.55
"PAYNE","PCTBLACK",22.63
"PEARSON","PCTWHITE",72.14
"PEARSON","PCTBLACK",22.51
"PECK","PCTWHITE",90.68
"PENA","PCTHISPANIC",92.5
"PENNINGTON","PCTWHITE",87.86
"PERALTA","PCTHISPANIC",86.03
"PEREZ","PCTHISPANIC",92.95
"PERKINS","PCTWHITE",69.45
"PERKINS","PCTBLACK",24.6
"PERRY","PCTWHITE",68.32
"PERRY","PCTBLACK",25.2
"PERSON","PCTWHITE",45.58
"PERSON","PCTBLACK",34.51
"PETERS","PCTWHITE",82.86
"PETERSEN","PCTWHITE",93.42
"PETERSON","PCTWHITE",84.39
"PHAM","PCTAPI",96.33
"PHAN","PCTAPI",95.83
"PHELPS","PCTWHITE",85.1
"PHILLIPS","PCTWHITE",76.69
"PIERCE","PCTWHITE",80.98
"PINEDA","PCTHISPANIC",90.67
"PITTMAN","PCTWHITE",63.55
"PITTMAN","PCTBLACK",31.31
"PITTS","PCTWHITE",63.23
"PITTS","PCTBLACK",31.35
"POLLARD","PCTWHITE",62.77
"POLLARD","PCTBLACK",31.39
"PONCE","PCTHISPANIC",91.89
"POOLE","PCTWHITE",72.56
"POOLE","PCTBLACK",22.71
"POPE","PCTWHITE",70.83
"POPE","PCTBLACK",23.77
"PORTER","PCTWHITE",68.57
"PORTER","PCTBLACK",25.4
"PORTILLO","PCTHISPANIC",94.76
"POTTER","PCTWHITE",89.07
"POTTS","PCTWHITE",79.56
"POWELL","PCTWHITE",67.2
"POWELL","PCTBLACK",27.12
"POWERS","PCTWHITE",89.6
"PRATT","PCTWHITE",78.04
"PRESTON","PCTWHITE",73.18
"PRESTON","PCTBLACK",20.4
"PRICE","PCTWHITE",73.93
"PRICE","PCTBLACK",20.51
"PRINCE","PCTWHITE",66.42
"PRINCE","PCTBLACK",26.45
"PROCTOR","PCTWHITE",70.12
"PROCTOR","PCTBLACK",21.55
"PRUITT","PCTWHITE",73.19
"PRUITT","PCTBLACK",21.5
"PUGH","PCTWHITE",67.24
"PUGH","PCTBLACK",28.07
"QUINN","PCTWHITE",86.23
"QUINTANA","PCTHISPANIC",89.05
"QUINTERO","PCTHISPANIC",94.09
"RAMIREZ","PCTHISPANIC",94.48
"RAMOS","PCTHISPANIC",86.79
"RAMSEY","PCTWHITE",77.84
"RANDALL","PCTWHITE",74.65
"RANDOLPH","PCTWHITE",55.87
"RANDOLPH","PCTBLACK",37.71
"RANGEL","PCTHISPANIC",93.02
"RASMUSSEN","PCTWHITE",94.55
"RAY","PCTWHITE",74.97
"RAYMOND","PCTWHITE",79.07
"REED","PCTWHITE",71.29
"REED","PCTBLACK",22.63
"REESE","PCTWHITE",66.05
"REESE","PCTBLACK",28.24
"REEVES","PCTWHITE",77.31
"REID","PCTWHITE",59.83
"REID","PCTBLACK",34.1
"REILLY","PCTWHITE",95.27
"REYES","PCTHISPANIC",88.58
"REYNA","PCTHISPANIC",92.43
"REYNOLDS","PCTWHITE",81.08
"RHODES","PCTWHITE",74.76
"RHODES","PCTBLACK",20.04
"RICE","PCTWHITE",77.63
"RICH","PCTWHITE",85.2
"RICHARD","PCTWHITE",70.35
"RICHARD","PCTBLACK",23.46
"RICHARDS","PCTWHITE",78.67
"RICHARDSON","PCTWHITE",59.7
"RICHARDSON","PCTBLACK",33.63
"RICHMOND","PCTWHITE",71.72
"RICHMOND","PCTBLACK",22.84
"RILEY","PCTWHITE",72.79
"RILEY","PCTBLACK",21.27
"RIOS","PCTHISPANIC",93.61
"RIVAS","PCTHISPANIC",93.67
"RIVERA","PCTHISPANIC",91.06
"RIVERS","PCTBLACK",50.93
"RIVERS","PCTWHITE",40.47
"ROACH","PCTWHITE",80.26
"ROBBINS","PCTWHITE",87.57
"ROBERSON","PCTWHITE",51.34
"ROBERSON","PCTBLACK",42.78
"ROBERTS","PCTWHITE",77.27
"ROBERTSON","PCTWHITE",73.42
"ROBERTSON","PCTBLACK",20.61
"ROBINSON","PCTWHITE",48.7
"ROBINSON","PCTBLACK",44.93
"ROBLES","PCTHISPANIC",91.78
"ROCHA","PCTHISPANIC",81.08
"RODGERS","PCTWHITE",70.15
"RODGERS","PCTBLACK",23.84
"RODRIGUEZ","PCTHISPANIC",93.77
"ROGERS","PCTWHITE",75.4
"ROJAS","PCTHISPANIC",94.46
"ROLLINS","PCTWHITE",68.29
"ROLLINS","PCTBLACK",25.95
"ROMAN","PCTHISPANIC",75.67
"ROMAN","PCTWHITE",20.79
"ROMERO","PCTHISPANIC",88.5
"ROSALES","PCTHISPANIC",93.21
"ROSARIO","PCTHISPANIC",87.02
"ROSAS","PCTHISPANIC",95.08
"ROSE","PCTWHITE",82.08
"ROSS","PCTWHITE",68.96
"ROSS","PCTBLACK",24.46
"ROTH","PCTWHITE",94.86
"ROWE","PCTWHITE",79.26
"ROWLAND","PCTWHITE",86.6
"ROY","PCTWHITE",75.2
"RUBIO","PCTHISPANIC",92.04
"RUIZ","PCTHISPANIC",92.89
"RUSH","PCTWHITE",74.04
"RUSH","PCTBLACK",20.81
"RUSSELL","PCTWHITE",77.05
"RUSSO","PCTWHITE",93.85
"RYAN","PCTWHITE",91.65
"SALAS","PCTHISPANIC",90.22
"SALAZAR","PCTHISPANIC",91.65
"SALGADO","PCTHISPANIC",93.86
"SALINAS","PCTHISPANIC",92.88
"SAMPSON","PCTWHITE",60.21
"SAMPSON","PCTBLACK",29.99
"SANCHEZ","PCTHISPANIC",92.99
"SANDERS","PCTWHITE",60.78
"SANDERS","PCTBLACK",32.97
"SANDOVAL","PCTHISPANIC",91.93
"SANFORD","PCTWHITE",76.62
"SANTANA","PCTHISPANIC",91.59
"SANTIAGO","PCTHISPANIC",88.06
"SANTOS","PCTHISPANIC",62.2
"SANTOS","PCTWHITE",20.06
"SAUNDERS","PCTWHITE",67.39
"SAUNDERS","PCTBLACK",26.12
"SAVAGE","PCTWHITE",74.84
"SAWYER","PCTWHITE",80.83
"SCHAEFER","PCTWHITE",95.05
"SCHMIDT","PCTWHITE",95.15
"SCHMITT","PCTWHITE",95.68
"SCHNEIDER","PCTWHITE",95.35
"SCHROEDER","PCTWHITE",95.36
"SCHULTZ","PCTWHITE",94.81
"SCHWARTZ","PCTWHITE",95.93
"SCOTT","PCTWHITE",60.21
"SCOTT","PCTBLACK",32.92
"SELLERS","PCTWHITE",76.51
"SERRANO","PCTHISPANIC",90.34
"SEXTON","PCTWHITE",91.43
"SHAFFER","PCTWHITE",93.08
"SHAH","PCTAPI",91.74
"SHANNON","PCTWHITE",75.16
"SHARP","PCTWHITE",83.57
"SHAW","PCTWHITE",72.07
"SHAW","PCTBLACK",21.19
"SHELTON","PCTWHITE",73.49
"SHELTON","PCTBLACK",20.64
"SHEPARD","PCTWHITE",76.74
"SHEPHERD","PCTWHITE",78.64
"SHEPPARD","PCTWHITE",67.37
"SHEPPARD","PCTBLACK",26.79
"SHERMAN","PCTWHITE",82.74
"SHIELDS","PCTWHITE",75.83
"SHORT","PCTWHITE",84.12
"SIERRA","PCTHISPANIC",90.56
"SILVA","PCTHISPANIC",61.34
"SILVA","PCTWHITE",32.61
"SIMMONS","PCTWHITE",57.91
"SIMMONS","PCTBLACK",36.15
"SIMON","PCTWHITE",65.09
"SIMON","PCTBLACK",22.51
"SIMPSON","PCTWHITE",70.78
"SIMPSON","PCTBLACK",23.09
"SIMS","PCTWHITE",54.29
"SIMS","PCTBLACK",39.89
"SINGH","PCTAPI",82.77
"SINGLETON","PCTBLACK",48.62
"SINGLETON","PCTWHITE",45.91
"SKINNER","PCTWHITE",79.34
"SLOAN","PCTWHITE",79.42
"SMALL","PCTWHITE",62.66
"SMALL","PCTBLACK",30.81
"SMITH","PCTWHITE",70.9
"SMITH","PCTBLACK",23.11
"SNOW","PCTWHITE",85
"SNYDER","PCTWHITE",94.07
"SOLIS","PCTHISPANIC",92.43
"SOLOMON","PCTWHITE",57.83
"SOLOMON","PCTBLACK",32.11
"SOSA","PCTHISPANIC",93.31
"SOTO","PCTHISPANIC",93.45
"SPARKS","PCTWHITE",84.22
"SPEARS","PCTWHITE",66.95
"SPEARS","PCTBLACK",26.34
"SPENCE","PCTWHITE",72.23
"SPENCE","PCTBLACK",21.74
"SPENCER","PCTWHITE",69.41
"SPENCER","PCTBLACK",23.22
"STAFFORD","PCTWHITE",79.14
"STANLEY","PCTWHITE",78.79
"STANTON","PCTWHITE",82.89
"STARK","PCTWHITE",92.48
"STEELE","PCTWHITE",78.25
"STEIN","PCTWHITE",94.4
"STEPHENS","PCTWHITE",73.9
"STEPHENS","PCTBLACK",20.31
"STEPHENSON","PCTWHITE",80.06
"STEVENS","PCTWHITE",81.44
"STEVENSON","PCTWHITE",63.44
"STEVENSON","PCTBLACK",30.19
"STEWART","PCTWHITE",69.17
"STEWART","PCTBLACK",24.86
"STOKES","PCTWHITE",58.27
"STOKES","PCTBLACK",36
"STONE","PCTWHITE",85.95
"STOUT","PCTWHITE",92.05
"STRICKLAND","PCTWHITE",76.23
"STRONG","PCTWHITE",66.84
"STRONG","PCTBLACK",25.83
"STUART","PCTWHITE",84.01
"SUAREZ","PCTHISPANIC",90.12
"SULLIVAN","PCTWHITE",87.73
"SUMMERS","PCTWHITE",78.93
"SUTTON","PCTWHITE",72.77
"SUTTON","PCTBLACK",21.7
"SWANSON","PCTWHITE",90.41
"SWEENEY","PCTWHITE",90.6
"TANG","PCTAPI",93.31
"TANNER","PCTWHITE",82.75
"TAPIA","PCTHISPANIC",93.54
"TATE","PCTWHITE",55.59
"TATE","PCTBLACK",38.34
"TAYLOR","PCTWHITE",65.38
"TAYLOR","PCTBLACK",28.42
"TERRELL","PCTWHITE",55.26
"TERRELL","PCTBLACK",38.99
"TERRY","PCTWHITE",66.28
"TERRY","PCTBLACK",27.34
"THOMAS","PCTWHITE",52.63
"THOMAS","PCTBLACK",38.75
"THOMPSON","PCTWHITE",69.78
"THOMPSON","PCTBLACK",23.57
"THORNTON","PCTWHITE",67.42
"THORNTON","PCTBLACK",27.08
"TODD","PCTWHITE",80.77
"TORRES","PCTHISPANIC",92.16
"TOWNSEND","PCTWHITE",67.7
"TOWNSEND","PCTBLACK",26.42
"TRAN","PCTAPI",96
"TRAVIS","PCTWHITE",73.32
"TRAVIS","PCTBLACK",21.01
"TREJO","PCTHISPANIC",95.13
"TREVINO","PCTHISPANIC",91.06
"TRUJILLO","PCTHISPANIC",89.14
"TRUONG","PCTAPI",96.87
"TUCKER","PCTWHITE",70.01
"TUCKER","PCTBLACK",24.17
"TURNER","PCTWHITE",64.25
"TURNER","PCTBLACK",30.13
"TYLER","PCTWHITE",61.96
"TYLER","PCTBLACK",30.99
"UNDERWOOD","PCTWHITE",79.2
"VALDEZ","PCTHISPANIC",88.66
"VALENCIA","PCTHISPANIC",89.23
"VALENTINE","PCTWHITE",66.06
"VALENTINE","PCTBLACK",23.29
"VALENZUELA","PCTHISPANIC",90.36
"VANCE","PCTWHITE",81.62
"VANG","PCTAPI",96.7
"VARGAS","PCTHISPANIC",92.92
"VASQUEZ","PCTHISPANIC",93.17
"VAUGHAN","PCTWHITE",82.04
"VAUGHN","PCTWHITE",71.52
"VAUGHN","PCTBLACK",22.67
"VAZQUEZ","PCTHISPANIC",95.75
"VEGA","PCTHISPANIC",92.68
"VELASQUEZ","PCTHISPANIC",92.22
"VELAZQUEZ","PCTHISPANIC",95.95
"VELEZ","PCTHISPANIC",91.03
"VENTURA","PCTHISPANIC",74.47
"VILLA","PCTHISPANIC",88.74
"VILLALOBOS","PCTHISPANIC",94.84
"VILLANUEVA","PCTHISPANIC",81.77
"VILLARREAL","PCTHISPANIC",92.85
"VILLEGAS","PCTHISPANIC",91.88
"VINCENT","PCTWHITE",78.93
"VO","PCTAPI",96.07
"VU","PCTAPI",96.61
"WADE","PCTWHITE",64.94
"WADE","PCTBLACK",29.08
"WAGNER","PCTWHITE",92.47
"WALKER","PCTWHITE",58.66
"WALKER","PCTBLACK",35.05
"WALL","PCTWHITE",86.1
"WALLACE","PCTWHITE",69.24
"WALLACE","PCTBLACK",24.7
"WALLER","PCTWHITE",69.64
"WALLER","PCTBLACK",25.15
"WALLS","PCTWHITE",68.68
"WALLS","PCTBLACK",25.39
"WALSH","PCTWHITE",94.48
"WALTER","PCTWHITE",88.57
"WALTERS","PCTWHITE",82.92
"WALTON","PCTWHITE",60.37
"WALTON","PCTBLACK",34.2
"WANG","PCTAPI",95.24
"WARD","PCTWHITE",75.58
"WARE","PCTWHITE",48.69
"WARE","PCTBLACK",44.88
"WARNER","PCTWHITE",84.22
"WARREN","PCTWHITE",70.08
"WARREN","PCTBLACK",23.94
"WASHINGTON","PCTBLACK",87.53
"WATERS","PCTWHITE",73.39
"WATERS","PCTBLACK",20.68
"WATKINS","PCTWHITE",62.03
"WATKINS","PCTBLACK",32.27
"WATSON","PCTWHITE",66.03
"WATSON","PCTBLACK",27.9
"WATTS","PCTWHITE",68.62
"WATTS","PCTBLACK",25.52
"WEAVER","PCTWHITE",84.41
"WEBB","PCTWHITE",75.53
"WEBER","PCTWHITE",94.29
"WEBSTER","PCTWHITE",73.5
"WEEKS","PCTWHITE",84.38
"WEISS","PCTWHITE",95.58
"WELCH","PCTWHITE",83.47
"WELLS","PCTWHITE",74
"WEST","PCTWHITE",75.48
"WHEELER","PCTWHITE",80.96
"WHITAKER","PCTWHITE",70.71
"WHITAKER","PCTBLACK",24.33
"WHITE","PCTWHITE",65.51
"WHITE","PCTBLACK",28.17
"WHITEHEAD","PCTWHITE",70.49
"WHITEHEAD","PCTBLACK",24.03
"WHITNEY","PCTWHITE",85.44
"WIGGINS","PCTWHITE",54.67
"WIGGINS","PCTBLACK",39.64
"WILCOX","PCTWHITE",83.89
"WILEY","PCTWHITE",65.71
"WILEY","PCTBLACK",28.68
"WILKERSON","PCTWHITE",64.68
"WILKERSON","PCTBLACK",29.39
"WILKINS","PCTWHITE",63.09
"WILKINS","PCTBLACK",30.56
"WILKINSON","PCTWHITE",88.16
"WILLIAMS","PCTBLACK",47.68
"WILLIAMS","PCTWHITE",45.75
"WILLIAMSON","PCTWHITE",77.17
"WILLIS","PCTWHITE",62.22
"WILLIS","PCTBLACK",31.07
"WILSON","PCTWHITE",67.36
"WILSON","PCTBLACK",25.99
"WINTERS","PCTWHITE",79.11
"WISE","PCTWHITE",78.63
"WOLF","PCTWHITE",93.67
"WOLFE","PCTWHITE",90.77
"WONG","PCTAPI",86.49
"WOOD","PCTWHITE",88.72
"WOODARD","PCTWHITE",59.9
"WOODARD","PCTBLACK",34.6
"WOODS","PCTWHITE",58.3
"WOODS","PCTBLACK",35.3
"WOODWARD","PCTWHITE",89.74
"WRIGHT","PCTWHITE",65.8
"WRIGHT","PCTBLACK",28.23
"WU","PCTAPI",96.37
"WYATT","PCTWHITE",75.71
"XIONG","PCTAPI",98.07
"YANG","PCTAPI",96.81
"YATES","PCTWHITE",80.58
"YODER","PCTWHITE",97.77
"YORK","PCTWHITE",85.81
"YOUNG","PCTWHITE",66.26
"YOUNG","PCTBLACK",24.67
"YU","PCTAPI",96.1
"ZAMORA","PCTHISPANIC",91.21
"ZAVALA","PCTHISPANIC",96.13
"ZHANG","PCTAPI",98.06
"ZIMMERMAN","PCTWHITE",93.84
"ZUNIGA","PCTHISPANIC",93.92
